block	623	-1	of time, dirt and debris tend to accumu-	late a little—or if the aperture is pain
block	629	-1	uestioned him and accused hir. of accos-	ts. n<f his wife tvo cifforent tlnies. V
block	630	-1	m, •'»t ^.q^ rn I cipned a complaint be-	fore Fill /'Isxc-inder of the Ti-trict a
block	631	-1	rict Attorney Kenry V^ade and his assis-	tant. Bill Alexander, snd »^im Allen, fo
compound	638	concatenate	s, "I an a Jlarxlst, but not a Leninlat-	Karxist. He told me that the station tha
block	642	-1	ed to explain his possession of a photo-	graph of a Selective Service card in the
compound	644	concatenate	02 Els-bethj Dallas, school or business-	Jaggers- Chiles- Stovall, followed
compound	644	concatenate	ate, Servic-a No. 1653230, organization-	L:ACS-1 IIAG-ll 1st MAW. Identification
block	673	-1	man, the original source of the specula-	tion that the rifle was a Mauser, and De
compound	674	concatenate	ible that there was a second Mannlicher-	Carcano rifle involved in the assassinat
compound	686	concatenate	e Internal Security Act of 1950 (Walter-	McCarran Act) contains no reference to a
compound	691	removeHyphen	timony by Betty (Nancy Jane Mooney) Mac-	Donald, who had allegedly worked at one 
compound	693	concatenate	e underpass.^" The article in the Times-	Herald did not mention the time that the
block	716	-1	^^ approval followed shortly.*^® On Sep-	tember 4, he was transferred from ^IACS-
compound	730	concatenate	 attended the Three Hundred and Seventy-	Fourth Women's School. After she had com
block	731	-1	sian Government show that Oswald was ad-	mitted to the Clinical Hospital—Ear, IN'
compound	749	concatenate	another Russian born womanin the Dallas-	Fort Worth area,, testified that she saw
compound	752	concatenate	rried about his job security at Jaggars-	Chiles-Stovall,^^25 ^^^g q^^ite upset by
block	754	-1	testified that the invitation elated Ma-	rina: "Papa nas lubet"—
block	758	-1	(ac-	tivities which,-Marina testified, he had
block	785	-1	were enclosed, informed the De-	partment that Oswald was questioned at l
block	786	-1	r exchange of correspondence between Os-	wald and the Embassy, dealing primarily 
block	787	-1	unciation of nationality before a diplo-	matic or consular officer of the United 
compound	817	concatenate	position when they learned that the pro-	Nazi and anti-Semitic Bund movement was 
compound	817	concatenate	d fight with anyone he suspected of pro-	Nazi or anti-Semitic tendencies.^^^
compound	819	concatenate	inference that Ruby was in any way anti-	American.
compound	830	concatenate	 who subsequently became a violent anti-	Castroite, to visit Havana at McWillie's
compound	836	concatenate	hief Defense Counsel Clayton Fowler, co-	Counsel Tonahill and Assistant District 
block	838	-1	 your apartment Sunday morning, did any-	one tell you the armored car was on the 
block	839	-1	 knowledge of a AYall Street Journal ad-	dressed to Mr. J. E. Bradshaw?
block	839	-1	 of your friends to your knowledge tele-	phone the sheriff's office between 2 or 
block	840	-1	old us the truth concerning why you car-	ried $2,200 in cash on you?
block	840	-1	f your family been physically harmed be-	cause of what you did?
block	845	-1	17. 4 H 319-325 (Winston G. Law-	son); 7 H 334-341 (Forrest V. Sorrels). 
block	845	-1	37. 7 H 338 (Sorrels); 4 H 326 (Law-	son); CE 1022, p. 2 ; CE 769, p. 3.
block	846	-1	67. 4 H 323 (Lawson); 7 H 339 (Sor-	rels); CE 769, p. 8.
block	846	-1	84. 4 H 349 (Lawson); 2 H 67 (Keller-	man)
block	846	-1	86. 5 H 560! (Johnson); 7 H 474 (Clif-	ton C. Carter); 2 H 146 (Rufus W. Youngb
block	846	-1	94. 2 H 135-136 (Hill); 4 H 351 (Law-	son).
block	846	-1	123. 7 H 474 (Carter); 2 H 69 (Kel-	lerman).
block	846	-1	147. 5 H 160-161 (Lyndal L. Shaney-	felt).
block	846	-1	148. 5 H 179-180 (Mrs. John F. Ken-	nedy).
block	847	-1	188. 2 H 142 (Hill); 2 H 82 (Keller-	man).
block	847	-1	192. 3 H 359 (Carrico); 6 H 141 (Mar-	garet M. Henchliflfe); 6 H 136 (Bowron).
block	847	-1	212. 3 H 371 (Perry); 6 H 20 (Dr. Wil-	liam Kemp Clark).
block	847	-1	265. 2 H 143 (Hill); 2 H 98 (Keller-	man).
block	847	-1	267. 2 H 143 (Hill); 2 H 98 (Keller-	man).
block	848	-1	19. 6 H 313 (Harkness) (Euins' descrip-	tion of the man he saw is discussed in c
block	848	-1	57. See, e.g., the statements of eye-	witnesses in CE 1428, 1432, 1433, 1435, 
block	848	-1	93. 5 H 67 (Frazier); 3 H 435 (Fra-	zier); CE 569.
block	848	-1	121. 6 H 129-131 (Darrel C. Tomlin-	son).
block	849	-1	125. Id. at 145-146; 6 H 142 (Hench-	cliffe); 6 H 137-138 (Bowron).
block	849	-1	144. 3 H 497 (Nicol); 3 H 435 (Fra-	zier).
block	849	-1	147. 3 H 440 (Frazier); 7 H 591 (Cort-	landt Cunningham); 7 H 591 (Charles L. K
block	849	-1	212. 4 H 136-138 (Gov. John B. Con-	nally, Jr.).
block	850	-1	272. 5 H 134 (Kelley); 5 H 167 (Fra-	zier).
block	850	-1	317. Id. at 86-87; 5 H 91-92 (Dzie-	mian).
block	851	-1	10. 7 H 365-368 (Waldman); Wald-	man DE 7. 8, 9, 10 ; CE 773, 788.
block	851	-1	11. 7 H 361-364 (Waldman); Wald-	man DE 1, 3, 4.
block	851	-1	16. 4 H 379 (Cole); 7 H 425-426 (Cadi-	gan); CE 793.
block	851	-1	47. Id. at 261; 4 H 20 (Sebastian La-	tona).
block	851	-1	61. 4 H 30 (Latona); 4 H 54 (Man-	della); 7 H 590 (Wittmus).
block	851	-1	83. 1 H 15-16, 117-118 (Marina Os-	wald); CE 134.
block	851	-1	85. CE 748 ; 4 H 281 (Lyndal Shaney-	felt).
block	851	-1	97. CE 1406; 15 H 690-692 (Shaney-	felt); Shaneyfelt DE 20, 21, 22, 22-A.
block	852	-1	219. 3 H 232 (Truly); 7 H 149 (Stude-	baker); 7 H 392 (Shelley).
block	853	-1	244. 6 H 344 (Kaiser); 6 H,^35 (Pink-	ston).
block	853	-1	254. Id. at 145; 6 H 322-323 (J. Her-	bert Sawyer); 3 H 197 (Norman); 3 H 207 
block	853	-1	276. 3 H 197 (Norman); 3 H 207 (Jar-	man).
block	853	-1	317. 2 H 233 (Frazier) ; 6 H 328 (Shel-	ley).
block	854	-1	380. 6 H 329 (Shelley); 6 H 339 (Love-	lady).
block	854	-1	435. CE 150 ; 7 H 33-34 (Thomas Hut-	son); 1 H 121-122 (Marina Oswald); 15 H 
block	854	-1	443. 10 H 292-293 (Mrs. A. C. John-	son).
compound	855	concatenate	(Henry Moore); Moore DE 1 ; 7 H 222-	223 (F. M. Turner), 7 H 197-199 (Walter
block	855	-1	511. 3 H 306-307, 313 (Helen Mark-	ham).
block	855	-1	553. 7 H 264 (Leavelle); 3 H 355 (Cal-	laway); 7 H 399-400 (Guinyard); CE 2003,
block	855	-1	588. 7 H 376-378 (Michaelis); Michae-	lis DE. 2-5.
block	855	-1	603. 7 H 116-118 (Capt. W. R. West-	brook).
compound	856	concatenate	urry); 4 JI 207-211, 217, 221r-231, 239-	240 (Fritz); 4 H 355-i357 (Winston Law-
block	856	-1	670. 3 H 514 (Nicol); 3 H 495 (Cun-	ningham).
block	856	-1	72. For testimony relating to the inter-	rogation sessions, see 4 H 152-153, 157 
block	856	-1	705. CE 1; 1 H 17, 37 (Marina Os-	wald).
block	856	-1	725. CE 4, P-5; 1 H 39 (Marina Os-	wald).
compound	857	concatenate	(Curry); 4 H 207-211, 217. 222-231, 239-	240 (Fritz); 4 H 355h357 (Winston G.
compound	857	concatenate	320-321 (Manning C. Clements): 13 H 58-	62 (Forrest V. Sorrels); 7 H 297-301
block	857	-1	792. 9 H 249 (George De Mohren-	schildt); 9 H 315-317 (Jeanne De Mohrens
block	857	-1	793. 1 H 21-22, 53-54, 65 (Marina Os-	wald); CE 1814, p. 736.
block	857	-1	10. CE 2003, p. 168 ; 15 H 507 (Johns-	ton).
block	857	-1	50. For testimony relating to the inter-	rogation sessions, see 4 H 152-153, 157 
block	857	-1	36. 4 H 215 (Fritz); 7 H 318 (Book-	hout).
block	857	-1	41. 4 H 238 (Fritz); 7 H 311 (Book-	hout).
block	858	-1	43. 7 H 59 (G. Hill); 7 H 21 (Car-	roll); 7 H 134-135 (Boyd); 7 H 330 (Nich
block	858	-1	56. For testimony describing condi-	tions on third floor see, e.g., 4 H 152,
block	858	-1	183-184 (Talbert); 12 H 141-143 (Ar-	nett); 12 H 166 (Buford L. Beaty); 12 H 
compound	859	concatenate	 335-336 (Bobby G. Patterson): 12 H 183-	184 (Combest); 12 H 360 (Roy E.
compound	859	concatenate	H 127 (George R. Phenix): CE 2002; WFAA-	TV reel PKT 17-38 :00-47 :18.
compound	859	removeHyphen	189 (Talbert): Dean DE 5009, p. 2; Mc-	Millon DE 5018 : see Sorrels DE 1.
block	859	-1	165. CE 2030 ; Vaughn DE 5335 ; Put-	nam DE 5071.
block	859	-1	169. See Commission Exhibits in foot-	note 74.
block	860	-1	181. Talbert DE 2 ; 15 H 123 (Batche-	lor); King DE 4, p. 9.
block	860	-1	205. 13 H 17 (Leavelle); 13 H 63 (Sor-	rels).
block	860	-1	262. 13 H 17 (Leavelle); 13 H 63 (Sor-	rels).
block	861	-1	70. CE 2783. This statement consti-	tutes an amendment to the original testi
block	861	-1	109. 11 H 444-446, 459-460 (P. John-	son); and P. Johnson DE 1, pp. 6, 8.
compound	862	concatenate	an. 13, 1960 (700 rubles); CE 1110 (750-	850 rubles); CE 1401, p. 270 (800-900
block	862	-1	5 H 272, 287-288 (Snyder); CE 908 (Sny-	der); CE 941, p. 3, 5 H 302-303 (Mc-
block	862	-1	187. CE 202; CE 206 ; 1 H 204 (Mar-	guerite Oswald).
block	862	-1	202. 11 H 211-212 (Katherine Mal-	lory).
compound	863	concatenate	he ostensible reason, however ; 5 H 608-	609 (Marina Oswald).
compound	863	concatenate	 H 435 (Mrs. Igor Vo«hinin); id. at 466-	468 (Igor Voshinin); CE 1858, pp. 12-13
compound	863	concatenate	1 H 125-128, 130-134, 135-139, 140, 143-	145, 147-149, 150-151 (A. Gibson).
block	863	-1	De Mohrenschildt); 8 H 387-.388 (A. Mel-	ler); 11 H 118-123 (A. Kleinlerer); 2 H
block	863	-1	2 H 325 (D. Ford); 9 H 64 (Dymi-	truk); 8 H 345 (M. Clark); id. at 394-39
compound	864	concatenate	192-193: 2 H 499 (R. Paine); CE 419-	421: CE 409-B, p. 2.
compound	864	concatenate	nin); 9 H99-100 (G. Taylor); id. at 120-	121 (Ilya Mamantov); id. at 164-165
block	864	-1	330. 9 H 248-249 (G. De Mohren-	schildt); id. at 314-315 (J. De Mohrensc
block	864	-1	331. Id. at 315-317 (J. De Mohren-	schildt); see id. at 249-250 (G. De Mohr
block	864	-1	335. 9 H 249-250 (G. De Mohren-	schildt); see id. at 317 (J. De Mohrensc
block	864	-1	337. Id. at 299, 317-318 (J. De Mohren-	schildt).
block	864	-1	339. Id. at 272, 276 (G. De Mohren-	schildt).
block	864	-1	341. 9 H 168-179 (G. De Mohren-	schildt); CE 3100.
block	864	-1	344. Id. at 213-216 (G. De Mohren-	schildt); id. at 302-303 (J. De Mohrensc
block	864	-1	347. Id. at 296-297 (J. De Mohren-	schildt): 8 H 352-353 (Max E. Clark); id
block	864	-1	350. CE 3116, 3117. See CE 869, foot-	note 340, supra.
block	864	-1	360. 3 H 10 (R. Paine); 1 H 23 (Ma-	rina Oswald).
compound	865	concatenate	 Russian periodicals. CE 1147 ; 8 H 370-	371 (Bouhe).
compound	865	concatenate	520, 2860, 2895, 30|32; CE 3119, pp. 12-	14; CE 826, pp. 9-10.
compound	865	concatenate	he Cuban Revolutionary Council, an anti-	Castro organization, at one time did mai
block	865	-1	409. A. Johnson DE 4, 4-A; cf. John-	son DE 3, 7.
block	865	-1	422. H. Twiford DE 1 ; 11 H 179 (Hor-	ace Twiford); CE 3085 ; CE 2335, pp. 6-7
block	865	-1	426. V. T. Lee DE 1 ; 10 H 87-88 (Vin-	cent T. Lee).
block	865	-1	51. In addition to the preceding discus-	sion, see ch. VII, infra.
compound	866	concatenate	5 524.' Id.' at 22-23; CE 1404, pp. 451-	453
block	866	-1	491. CE 2473, 247/4, 1837, 5 H 541 (Rob-	ert G. Klause). 492 CE 1835
block	866	-1	556. CE 2121, pp. 57-58. The only wit-	ness who places Oswald with anyone else 
compound	867	concatenate	(Mrs. Whitworth); CE 2454; 11 H 290-	292 (Marina Oswald), 11 H 155 (R.
block	867	-1	614. 10 H 186 (Graef), 198, 201 (Of-	stein).
block	867	-1	616. 10 H 186-187 (Graef). 198 (Of-	stein). 172 (Stovall).
block	867	-1	647. 11 H 263, 265-266 (Mrs. Whit-	worth); see CE 1327, 3089.
block	867	-1	652. See ibid. ; 11 H 277 (Marina Os-	wald).
block	868	-1	686. CE 139, 3133; 3 H 392-296 (Fra-	zier), 154 (Howard L. Brennan).
block	868	-1	W. Frazier); 10 H 297 (Mrs. A. C. John-	son): 6 H 426 (Mary Bledsoe): CE 2932.
block	868	-1	760. CE 1138, p. 3; 1 H 206 (Mar-	guerite Oswald).
compound	869	concatenate	.son); 2 H 470-472 (R. Paine); 9 H 225-	226 (G. De Mohrenschildt), 308 (J. De
compound	869	concatenate	 H 7 ; 8 H 382-385 (A. Meller); 8 H 393-	394 (E. Hall); 8 H 416 (V. Ray); 8 H
block	869	-1	791. 2 H 487 (R. Paine): 1 H 35 (Ma-	rina Oswald); 8 H 153 (L. Murret): 8 H 4
block	869	-1	792. E.g., 1 H 5, 5 H 416 (Marina Os-	wald).
block	869	-1	816. 10 H .328-329, 336-338 (Hutchi-	son); but see CE 2789, pp. 629-630.
compound	870	concatenate	 with CE 2249. p. 13: (omi.are 15 H 351-	352 (Victor F. Robertson. Jr.); CE 2439
block	870	-1	862. 15 II 579-580 (Ricliard L. Saun-	ders).
block	870	-1	887. Ibid.: see also 13 H 331 (Arm-	strong).
block	870	-1	907. 13 H 187 (Augustus M. Eber-	hardt): 15 H 612 (Roy G. Standifer): 15 
block	870	-1	933. CE 2424: 13 H 189-190 (Eber-	hardt); 5 H 223 (Wade): 15 H 616-617 (St
block	870	-1	938. 15 H 505-506. 508-509 (John-	ston): CE 2272.
compound	871	concatenate	wax); see CE 2297 ; CE 2816. pp. 1508-	1509.
compound	871	concatenate	(Stanley M. Kaufman); see al^o 15 H 337-	338 (Grant).
block	871	-1	962. 15 H 566-568 (Arthur W. Wather-	wax); see CE 2297 ; CE 2816. pp. 1508-15
block	871	-1	972. Id. at 218-219; 13 H 463 (Cra-	fard).
block	871	-1	1000. 15 H 386-387 (Abraham Klein-	man); see also C. Ray Hall DE 3, p. 9.
block	872	-1	1109. 14 H 39-40 (Crafard): see Cra-	fard DE 5226. p. 147.
block	872	-1	1116. CE 2429 : see 13 H 471-472 (Cra-	fard): see also CE 2792.
block	872	-1	1124. CE 2823: 15 H 401-402 (Hel-	mick).
block	873	-1	1142. Crowe DE 2 : 15 H 97-100 (Wil-	liam D. CroTve. Jr.): see also CE 2372.
block	873	-1	1210. 15 H 306-308 (George W. Fehren-	bach): CE 2837, 2838, 284,3.
compound	874	concatenate	 Douglas Dillon): CE 3138 (Robert S. Mc-	Xamara); 5 H 103 (J. Edgar Hoover):
block	874	-1	1274. See 14 H 244-245, 302-303 (Sen-	ator); Senator DE 5400. 5401. 5402. 5403
block	874	-1	5. 8 H 150 (Lillian Murret); see author-	ity at notes 125 and 314, infra.
block	874	-1	18. J. Pic DE 2. p. 4 : 1 H 272 (R. Os-	wald); 11 H 15. 22 (J. Pic).
block	875	-1	31. 1 H 29.S (K. Oswald); Evelvn Strick-	man Siegel DE 1, p. 1.
block	875	-1	102. CK 199: see 1 TT 19()-197 (Mar-	guerite Oswald).
block	875	-1	116. See 8 H 292-293 (John E. Dono-	van).
block	876	-1	255. 9 H 252-253 (G. De Mohren-	schildt): 2 H 307. 309 (Mrs. Ford).
block	876	-1	273. 10 H 121 (Cunningham): Cunning-	ham DE 1-A.
block	877	-1	354. See Louis Weinstock DE 1 ; Ar-	nold Johnson DE 5-A.
block	878	-1	418. See CE 415; 1 H 06 (Miiiinu Os-	wald).
block	878	-1	473. 2 H 226. 228 (Buell Wesley Fra-	zier); 2 H 248 (Linnie Mae Randle).
block	878	-1	2. C. Rossiter. "The American Presi-	dency" 18 (1960).
block	879	-1	140. See pp. 747-749, 778 infra (regard-	ing his dealings with officials at the E
block	879	-1	162. For the Commission's recommenda-	tions on this point, see pp. 465-466 inf
block	879	-1	171. 4 H 329 (Lawson); 5 H 459 (Row-	ley).
block	880	-1	201. 'i'estimony and other evidence re-	garding Love Field arrangements appear a
block	880	-1	223. See "Report on Bills To Make As-	sassination of the President a Federal C
compound	881	concatenate	54-69 (1961); Bowen and Neal at 132-	133. The functions of Protective Re-
compound	881	concatenate	 58] 35 Stat. '328; 42 Cong., Rec. 5553-	5560, 60th Cong., 2d sess. (1908); 35 St
block	881	-1	. Garfield," 100-131 (1881); R. J. Dono-	van, "The Assassins," 17, 35-42 (1952).
block	881	-1	22. 13 Stat. 351 : Holverstott. "Pre-	liminary Inventory of the Records of the
block	881	-1	26. M. Leech, "In the Days of McKin-	ley" 231-232, 559-562 (1959).
block	881	-1	27. Id. at 559-561 : C. Dawes, "A Jour-	nal of the McKlnley Years" 239-240 (1950
block	881	-1	34. 2 "Selections From the Correspond-	ence of Theodore Roosevelt and Henry Cab
block	881	-1	37. 34 Stat. 708 (1906); "Hearings Be-	fore Subcommittee of House Committee on 
block	881	-1	63. Hoover Commission "Treasury De-	partment" (1949).
block	882	-1	29. Id. at 437-438 ; 3 H 443, 449 (Ron-	ald Simmons).
block	882	-1	73. 3 H 474-475, 482-483 (Cunning-	ham).
block	882	-1	90. 3 H 486-487, 494-495 (Cunning-	ham); 3 H 514 (Nieol).
block	882	-1	95. Id. at 494; 15 H 747-748 (Gal-	lagher).
block	882	-1	112. 4 H 269 (Day); 7 H 145 (Stude-	baker); CE 733, 734, 1302.
block	883	-1	126. 4 H 37-41 (Latona); 4 H 52 (Man-	della).
block	883	-1	160. 4 H369-370 (Cole); 7 H 422 (Cadi-	gan).
block	883	-1	202. CE 795, 802, 811 ; 7 H 427 (Cadi-	gan) ;
block	884	-1	278. Ibid.: 5 H 164 (Lyndal L. Shaney-	felt); CE 893, 895.
block	884	-1	310. Id. at 83-87 ; 5 H 92-93 (Dr. Dzi-	emian).
block	884	-1	369. Id. at 7&-80; 15 H 702 (Stom-	baugh).
block	884	-1	372. Id. at 85-87 ; 15 H 702 (Stom-	baugh).
block	884	-1	381. Id. at 85-87; 15 H 702 (Stom-	baugh)
block	884	-1	389. CE 133-A, 133-B ; 4 H 289 (Sha-	neyfelt).
block	884	-1	390. CE 746 A-E; 4 H 279-280 (Sha-	neyfelt).
block	884	-1	391. CE 747, 748 ; 4 H280-281 (Shaney-	felt).
block	885	-1	-693 (Shaney-	felt).
block	885	-1	66. See supra, p. 174 ; 10 H 297 (John-	son).
block	885	-1	111. 11 H 434-442 (Warren A. Rey-	nolds); 8 H 2579, 2587, 2588.
block	886	-1	31. 1 H 225 (Marguerite Oswald); Fol-	som DE 1, p. 123.
compound	887	concatenate	 Oswald); 8 H 66-67 (Julian Evans), 110-	111 (L. Murret); 11 H 21-22 (J. Pic).
block	887	-1	88. CE 1963, f). 543; 1 H 255 (Mar-	guerite Oswald); see J. Pic DE 4, p. 1.
block	887	-1	106. CE 2218; 11 H 25 (J. Pic). Rob-	ert testified that his recollection is t
block	887	-1	172. Ibid. ; see 1 H 225 (Marguerite Os-	wald); 8 H 163 (M. Murret).
block	888	0	218. Youth House is described by mem-	bers of its staff at the time Lee was se
block	888	-1	254. See 8 H 6-7, 12^13 (Edward Voe-	bel), 63, 65 (M. Evans), 71 (J. Evans), 
block	888	-1	260. 8 H 2-3, 5 (Voebel), 22-25 (Ben-	nierita Smith), 124 (L. Murret), 159-160
block	888	-1	266. Ibid. ; see 1 H 198 (Marguerite Os-	wald): CE 1413, p. 9.
compound	889	concatenate	chard Dennis Call); 11 H 85, 89-91, 100-	101 (Thornley).
block	889	-1	297. See CE 239 ; 8 H 310-311 (Fol-	som).
block	889	-1	354. Id. at 32 ; see 8 H 322 (Mack Os-	borne); 11 H 84, 85 (Thornlev).
block	889	-1	380. See 8 H 233-234, 258, 262 (Del-	gado), 316 (Botelho). 318 (Allen D. Graf
